Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
Q9PSM4	LECG_LACST	reviewed	C-type lectin LmsL (CTL) (Galactose-specific lectin) (Mutina)		Lachesis stenophrys (Central American bushmaster)	135	True venom lectin family
Q9YGP1	LECG_TRIST	reviewed	C-type lectin TsL (Galactose-binding lectin) (CTL)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	158	True venom lectin family
P86533	LEC1_DABRR	reviewed	C-type lectin domain-containing protein 1 (CLP1) (Fragment)		Daboia russelii (Russel's viper) (Vipera russelii)	19	True venom lectin family
P0DJP8	PA2AG_TRIST	reviewed	Acidic phospholipase A2 CTs-A1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	23	Phospholipase A2 family, Group II subfamily
Q800C1	PA2AH_CROVV	reviewed	Acidic phospholipase A2 Cvv-E6h (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus viridis viridis (Prairie rattlesnake)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DJP9	PA2AH_TRIST	reviewed	Acidic phospholipase A2 CTs-A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	23	Phospholipase A2 family, Group II subfamily
Q6H3C6	PA2AI_TRIST	reviewed	Acidic phospholipase A2 CTs-A3 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q92147	PA2AP_PROFL	reviewed	Acidic phospholipase A2 pgPLA 1b/pgPLA 2b (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
B5U6Z2	PA2A_MACLN	reviewed	Acidic phospholipase A2 MVL-PLA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Macrovipera lebetina transmediterranea (Blunt-nosed viper) (Vipera lebetina transmediterranea)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DJJ7	PA2A_OVOMO	reviewed	Acidic phospholipase A2 Omo-E6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Ovophis monticola (Chinese mountain pitviper) (Trimeresurus monticola)	29	Phospholipase A2 family, Group II subfamily
P0C7S3	BPP5_BOTNU	reviewed	Bradykinin-potentiating peptide 5 (BPP-5) (BPP-V)		Bothrops neuwiedi (Neuwied's lancehead)	11	Bradykinin-potentiating peptide family
P85160	BPP7A_BOTJA	reviewed	Bradykinin-potentiating peptide 7a (BPP-7a) (Proline-rich peptide 7a) (BjPRO-7a) (PRO-7a)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	7	Bradykinin-potentiating peptide family
P0DJK4	BPPBF_BOTCO	reviewed	Bradykinin-potentiating peptide 11f (BPP-11f)		Bothrops cotiara (Cotiara) (Rhinocerophis cotiara)	11	Bradykinin-potentiating peptide family
P0C7S0	BPPDA_BOTMO	reviewed	Bradykinin-potentiating peptide 13a (BPP-13a)		Bothrops moojeni (Lance-headed viper) (Caissaca)	13	Bradykinin-potentiating peptide family
P85169	BPPDB_BOTJA	reviewed	Bradykinin-potentiating peptide 13b (BPP-13b)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	13	Bradykinin-potentiating peptide family
P0DL02	BPPDC_BOTJA	reviewed	Bradykinin-potentiating peptide 13c (BPP-13c)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	13	Bradykinin-potentiating peptide family
P0DL06	BPPDD_BOTJA	reviewed	Bradykinin-potentiating peptide 13d (BPP-13d)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	13	Bradykinin-potentiating peptide family
P0DJK5	BPPAD_BOTFO	reviewed	Bradykinin-potentiating peptide 10d (BPP-10d)		Bothrops fonsecai (Fonseca's lancehead) (Rhinocerophis fonsecai)	10	Bradykinin-potentiating peptide family
P0C7K2	BP11B_CROVV	reviewed	Bradykinin-potentiating peptide 11b (BPP-11b)		Crotalus viridis viridis (Prairie rattlesnake)	11	Bradykinin-potentiating peptide family
P0C7K3	BP11C_CROVV	reviewed	Bradykinin-potentiating peptide 11c (BPP-11c)		Crotalus viridis viridis (Prairie rattlesnake)	11	Bradykinin-potentiating peptide family
Q7ZTA0	CRVP_AGKPI	reviewed	Cysteine-rich venom protein piscivorin		Agkistrodon piscivorus piscivorus (Eastern cottonmouth)	240	CRISP family
P83658	DIDS_ECHCA	reviewed	Disintegrin schistatin		Echis carinatus (Saw-scaled viper)	64	Disintegrin family, Dimeric disintegrin subfamily
A3QVN6	HYAL_ECHPL	reviewed	Hyaluronidase (Hy) (EC 3.2.1.35) (Hyaluronoglucosaminidase) (Venom spreading factor)		Echis pyramidum leakeyi (Leakey's carpet viper) (Echis carinatus leakeyi)	449	Glycosyl hydrolase 56 family
Q7T1M3	BNP_BOTJR	reviewed	Bradykinin-potentiating and C-type natriuretic peptides isoform 2 (BPP-CNP) [Cleaved into: Bradykinin-potentiating peptide 10a (BPP-10a); Bradykinin-potentiating peptide 6a (BPP-6a); Bradykinin-potentiating peptide 13a (BPP-13a) (Bradykinin-potentiating peptide XIIIa) (BPP-XIIIa); Bradykinin-potentiating peptide 10c (BPP-10c) (BPP-2) (Bradykinin-potentiating peptide Xc) (BPP-Xc); Bradykinin-potentiating peptide 10c-F (BPP-10c-F); Bradykinin-potentiating peptide 11b (BPP-11b); Bradykinin-potentiating peptide AP (BPP-AP); Bradykinin-potentiating peptide 11e (BPP-11e) (Bradykinin-potentiating peptide XIe) (BPP-XIe); Bradykinin-potentiating peptide 5a (BPP-5a) (Bradykinin-potentiating peptide Va) (BPPVa)] (Fragment)		Bothrops jararacussu (Jararacussu)	144	Bradykinin-potentiating peptide family
P0DKZ2	BPPCD_BOTCO	reviewed	Bradykinin-potentiating peptide 12d (BPP-12d)		Bothrops cotiara (Cotiara) (Rhinocerophis cotiara)	12	Bradykinin-potentiating peptide family
P0DKZ7	BPPCD_BOTFO	reviewed	Bradykinin-potentiating peptide 12d (BPP-12d)		Bothrops fonsecai (Fonseca's lancehead) (Rhinocerophis fonsecai)	12	Bradykinin-potentiating peptide family
P0DKZ5	BPPCE_BOTCO	reviewed	Bradykinin-potentiating peptide 12e (BPP-12e)		Bothrops cotiara (Cotiara) (Rhinocerophis cotiara)	12	Bradykinin-potentiating peptide family
P0DL03	BPPCE_BOTJA	reviewed	Bradykinin-potentiating peptide 12e (BPP-12e)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	12	Bradykinin-potentiating peptide family
P0C7R7	BPPDA_BOTAL	reviewed	Bradykinin-potentiating peptide 13a (BPP-13a)		Bothrops alternatus (Urutu) (Rhinocerophis alternatus)	13	Bradykinin-potentiating peptide family
P0DKZ6	BPPDA_BOTCO	reviewed	Bradykinin-potentiating peptide 13a (BPP-13a)		Bothrops cotiara (Cotiara) (Rhinocerophis cotiara)	13	Bradykinin-potentiating peptide family
P0DL01	BPPBG_BOTJA	reviewed	Bradykinin-potentiating peptide 11g (BPP-11g)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	11	Bradykinin-potentiating peptide family
P0C7R9	BPPDA_BOTLC	reviewed	Bradykinin-potentiating peptide 13a (BPP-13a)		Bothrops leucurus (Whitetail lancehead)	13	Bradykinin-potentiating peptide family
P31351	BPP_VIPAS	reviewed	Bradykinin-potentiating peptide (BPP) (Angiotensin-converting enzyme inhibitor)		Vipera aspis (Aspic viper)	10	Bradykinin-potentiating peptide family
P85162	BPPCC_BOTJA	reviewed	Bradykinin-potentiating peptide 12c (BPP-12c) [Cleaved into: Bradykinin-potentiating peptide 9a (BPP-9a) (BPP-a) (Bradykinin-potentiating peptide V-6-I) (BPPV-6-I) (Teprotide); Bradykinin-potentiating peptide 9a-F (BPP-9a-F) (Bradykinin-potentiating peptide 5b) (BPP-5b)]		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	12	Bradykinin-potentiating peptide family
P0DJK3	BPPAE_BOTCO	reviewed	Bradykinin-potentiating peptide 10e (BPP-10e)		Bothrops cotiara (Cotiara) (Rhinocerophis cotiara)	10	Bradykinin-potentiating peptide family
P0C7K1	BP11A_CROVV	reviewed	Bradykinin-potentiating peptide 11a (BPP-11a)		Crotalus viridis viridis (Prairie rattlesnake)	11	Bradykinin-potentiating peptide family
P0C7K0	BP11B_CROAD	reviewed	Bradykinin-potentiating peptide 11b (BPP-11b)		Crotalus adamanteus (Eastern diamondback rattlesnake)	11	Bradykinin-potentiating peptide family
U5KJT7	CAMP_BOTLT	reviewed	Lutzicidin (Cathelicidin-related antimicrobial peptide) (CRAMP) (Vipericidin)		Bothrops lutzi (Sertao lancehead) (Bothrops iglesiasi)	189	Cathelicidin family
P0DKZ3	BPP7B_BOTCO	reviewed	Bradykinin-potentiating peptide 7b (BPP-7b)		Bothrops cotiara (Cotiara) (Rhinocerophis cotiara)	7	Bradykinin-potentiating peptide family
P0DL04	BPPBI_BOTJA	reviewed	Bradykinin-potentiating peptide 11i (BPP-11i)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	11	Bradykinin-potentiating peptide family
P0C7S4	BPP9A_BOTNU	reviewed	Bradykinin-potentiating peptide 9a (BPP-9) (BPP-9a) (BPP-a)		Bothrops neuwiedi (Neuwied's lancehead)	9	Bradykinin-potentiating peptide family
P85163	BPPEA_BOTJA	reviewed	Bradykinin-potentiating peptide 14a (BPP-14a) [Cleaved into: Bradykinin-potentiating peptide 11a (BPP-11a) (Bradykinin-potentiating peptide V-2) (BPPV-2); Bradykinin-potentiating peptide 11a-F (BPP-11a-F); Bradykinin-potentiating peptide 5b (BPP-5b)]		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	14	Bradykinin-potentiating peptide family
P0DJK7	BPPAF_BOTFO	reviewed	Bradykinin-potentiating peptide 10f (BPP-10f)		Bothrops fonsecai (Fonseca's lancehead) (Rhinocerophis fonsecai)	10	Bradykinin-potentiating peptide family
P0C7S7	BPPF_PROMU	reviewed	Bradykinin-potentiating peptide TmF (BPP-TmF)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	11	Bradykinin-potentiating peptide family
P81995	CRVP_TRIPP	reviewed	Cysteine-rich venom protein tripurin (CRVP) (Fragment)		Trimeresurus purpureomaculatus (Mangrove pit viper) (Cryptelytrops purpureomaculatus)	33	CRISP family
B3EWY3	BNPL1_CROOA	reviewed	Natriuretic peptide Coa_NP1		Crotalus oreganus abyssus (Grand Canyon rattlesnake) (Crotalus abyssus)	32	Natriuretic peptide family, Snake NP subfamily
P0C7J9	BP11A_CROAD	reviewed	Bradykinin-potentiating peptide 11a (BPP-11a)		Crotalus adamanteus (Eastern diamondback rattlesnake)	11	Bradykinin-potentiating peptide family
B3EWY2	BNPL2_CROOA	reviewed	Natriuretic peptide Coa_NP2		Crotalus oreganus abyssus (Grand Canyon rattlesnake) (Crotalus abyssus)	32	Natriuretic peptide family, Snake NP subfamily
U5KJJ0	CAMP_CRODC	reviewed	Cathelicidin-related peptide isoform 3 (Cathelicidin-related antimicrobial peptide) (CRAMP) (Vipericidin)		Crotalus durissus cascavella (Northeastern Brazilian rattlesnake)	194	Cathelicidin family
P0C6E2	DIS_DABPA	reviewed	Disintegrin viperistatin		Daboia palaestinae (Palestine viper) (Vipera palaestinae)	41	Disintegrin family, Short disintegrin subfamily
Q3BER1	DIS_ECHOC	reviewed	Disintegrin ocellatusin (Short ocellatusion precursor Eo10c-10)		Echis ocellatus (Ocellated saw-scaled viper)	128	Disintegrin family, Short disintegrin subfamily
B0VXV6	CRVP_SISCA	reviewed	Cysteine-rich venom protein 2 (CRVP) (Cysteine-rich secretory protein 2) (CRISP-2)		Sistrurus catenatus edwardsii (Desert massasauga) (Crotalophorus edwardsii)	239	CRISP family
B7FDI0	CRVP_VIPBN	reviewed	Cysteine-rich venom protein (CRVP) (Fragment)		Vipera berus nikolskii (Nikolsky's adder) (Vipera nikolskii)	221	CRISP family
Q7ZT99	CRVP_CROAT	reviewed	Cysteine-rich venom protein catrin (CRVP) (Catrin-1) (Catrin-2)		Crotalus atrox (Western diamondback rattlesnake)	240	CRISP family
P0DKY6	ANF_CRODC	reviewed	Natriuretic peptide NP2 (NP2_Casca)		Crotalus durissus cascavella (Northeastern Brazilian rattlesnake)	33	Natriuretic peptide family
Q7ZZN9	CRVP_PROJR	reviewed	Cysteine-rich venom protein (TJ-CRVP)		Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	240	CRISP family
P0DMG5	CRVP_BOTCO	reviewed	Cysteine-rich venom protein Bco13 (Fragment)		Bothrops cotiara (Cotiara) (Rhinocerophis cotiara)	15	CRISP family
U5KJM4	CAMP_CRODU	reviewed	Crotalicidin (Ctn) (Cathelicidin-related antimicrobial peptide) (CRAMP) (Vipericidin)		Crotalus durissus terrificus (South American rattlesnake)	194	Cathelicidin family
U5KJC9	CAMP_BOTAT	reviewed	Batroxicidin (BatxC) (Cathelicidin-related antimicrobial peptide) (CRAMP) (Vipericidin)		Bothrops atrox (Barba amarilla) (Fer-de-lance)	189	Cathelicidin family
U5KJZ2	CAMP_LACMR	reviewed	Lachesicidin (Cathelicidin-related antimicrobial peptide) (CRAMP) (Vipericidin)		Lachesis muta rhombeata (Bushmaster)	194	Cathelicidin family
Q6X5T4	LECM2_BITAR	reviewed	C-type lectin 2 (CTL-2)		Bitis arietans (African puff adder)	148	True venom lectin family
Q9I968	PA2A2_PROMU	reviewed	Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P00623	PA2A_CROAD	reviewed	Acidic phospholipase A2 beta (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus adamanteus (Eastern diamondback rattlesnake)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q9PVF4	PA2HD_CALRH	reviewed	Basic phospholipase A2 homolog W6D49 (svPLA2 homolog) (Inactive basic phospholipase A2 W6D49) (CRV-W6D49) (svPLA2)		Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma)	137	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q92152	PA2H_OVOOK	reviewed	Phospholipase A2 homolog PLA2-03 (svPLA2 homolog)		Ovophis okinavensis (Ryukyu Island pit viper) (Trimeresurus okinavensis)	137	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
Q800C2	PA2AG_CROVV	reviewed	Acidic phospholipase A2 Cvv-E6g (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus viridis viridis (Prairie rattlesnake)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P86907	PA2A_BOTAM	reviewed	Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Bothrops ammodytoides (Yararanata) (Patagonian lancehead)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q2HZ28	PA2A_BOTER	reviewed	Acidic phospholipase A2 BE-I-PLA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Bothrops erythromelas (Caatinga lance head)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P81243	PA2A_BOTJA	reviewed	Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (BJ-PLA2) (Phosphatidylcholine 2-acylhydrolase)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	124	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DJ62	PA2A_BOTLC	reviewed	Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Bl-PLA2) (Phosphatidylcholine 2-acylhydrolase 1B) (Fragment)		Bothrops leucurus (Whitetail lancehead)	60	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
D0UGJ0	PA2A_BOTPA	reviewed	Acidic phospholipase A2 BpPLA2-TXI (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Bothrops pauloensis (Neuwied's lancehead) (Bothrops neuwiedi pauloensis)	139	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q9I8F8	PA2A_BOTPC	reviewed	Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Bothrops pictus (Desert lancehead)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
A3QVN3	HYAL1_CERCE	reviewed	Hyaluronidase-1 (Hy-1) (EC 3.2.1.35) (Hyaluronoglucosaminidase-1) (Venom spreading factor)		Cerastes cerastes (Horned desert viper)	449	Glycosyl hydrolase 56 family
P81478	PA2A2_TRIGA	reviewed	Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 isozyme II) (PLA2-II)		Trimeresurus gramineus (Bamboo pit viper) (Indian green tree viper)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
G3DT18	PA2A_BOTMO	reviewed	Acidic phospholipase A2 BmooPLA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Bothrops moojeni (Lance-headed viper) (Caissaca)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P86970	LECG_BOTPA	reviewed	C-type lectin BpLec (BpL) (CTL)		Bothrops pauloensis (Neuwied's lancehead) (Bothrops neuwiedi pauloensis)	135	True venom lectin family
P84987	LECG_CRORU	reviewed	C-type Lectin CRL (CTL)		Crotalus ruber ruber (Red diamond rattlesnake)	135	True venom lectin family
P0DJQ2	PA2HK_TRIST	reviewed	Basic phospholipase A2 homolog CTs-K49c (svPLA2 homolog) (Fragment)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	23	Phospholipase A2 family, Group II subfamily
P04084	PA2HA_VIPAE	reviewed	Acidic phospholipase A2 homolog vipoxin A chain (svPLA2 homolog) (Acidic phospholipase A2 inhibitor vipoxin A chain) (Vipoxin acidic component) (VAC) (Vipoxin non-toxic component)		Vipera ammodytes meridionalis (Eastern sand viper)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P82950	PA2HB_ATRNM	reviewed	Basic phospholipase A2 homolog (svPLA2 homolog) (Myotoxin II)		Atropoides nummifer (Jumping pit viper) (Porthidium nummifer)	121	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
Q6H3D6	PA2HD_TRIST	reviewed	Basic phospholipase A2 homolog Ts-R6 (svPLA2 homolog) (CTs-R6) (PLA2-I)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	137	Phospholipase A2 family, Group II subfamily, N49 sub-subfamily
P0C6S5	LECJ3_BOTJA	reviewed	Jararafibrase-3 (EC 3.4.24.-) (Jararafibrase III) (Fragment)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	43	True venom lectin family
P0DJN3	PA2B2_CRODM	reviewed	Basic phospholipase A2 CB2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Crotalus durissus cumanensis (South American rattlesnake)	23	Phospholipase A2 family, Group II subfamily
P0CAS1	PA2B6_CRODM	reviewed	Phospholipase A2 crotoxin basic chain (CB) (svPLA2) (EC 3.1.1.4) (Cdcum6) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Crotalus durissus cumanensis (South American rattlesnake)	21	Phospholipase A2 family, Group II subfamily
P0DJN7	PA2B3_CROLL	reviewed	Basic phospholipase A2 Cll-N6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Crotalus lepidus lepidus (Mottled rock rattlesnake)	23	Phospholipase A2 family, Group II subfamily
P0DJM9	PA2B1_CROBA	reviewed	Basic phospholipase A2 CB1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Crotalus basiliscus (Mexican west-coast rattlesnake)	23	Phospholipase A2 family, Group II subfamily
P59265	PA2BB_PROFL	reviewed	Basic phospholipase A2 PLA-B (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DMK0	PA2H2_BOTMT	reviewed	Basic phospholipase A2 homolog BmatTX-II (svPLA2 homolog) (Lys49 PLA2-like) (Fragment)		Bothrops matogrossensis (Pitviper) (Bothrops neuwiedi matogrossensis)	28	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
P0DMT2	PA2HS_ECHCS	reviewed	Phospholipase A2 homolog ECS_00014 (svPLA2 homolog)		Echis carinatus sochureki (Saw-scaled viper)	122	Phospholipase A2 family, Group II subfamily, S49 sub-subfamily
P0DUP2	PA2H2_CROOA	reviewed	Basic phospholipase A2 CoaTx-II (svPLA2 homolog) (Lys49 PLA2-like)		Crotalus oreganus abyssus (Grand Canyon rattlesnake) (Crotalus abyssus)	121	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
Q9PRY7	LEC_BOTJA	reviewed	C-type lectin BjL (CTL) (Galactoside-binding lectin BjL)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	135	True venom lectin family
J3RZ81	LIPE_CROAD	reviewed	Putative endothelial lipase (EC 3.1.1.3)		Crotalus adamanteus (Eastern diamondback rattlesnake)	497	AB hydrolase superfamily, Lipase family
O42190	PA2A6_GLOHA	reviewed	Acidic phospholipase A2 BA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	124	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
O42192	PA2A8_GLOHA	reviewed	Acidic phospholipase A2 A' (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q7T3T5	PA2AB_DABSI	reviewed	Acidic phospholipase A2 daboiatoxin B chain (DbTx-B) (svPLA2) (EC 3.1.1.4) (Acidic phospholipase A2-II) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	130	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q2YHJ6	PA2AA_TRIPE	reviewed	Acidic phospholipase A2 Tpu-E6a (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Trimeresurus puniceus (Flat-nosed pitviper)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DJP7	PA2AE_TRIST	reviewed	Acidic phospholipase A2 Ts-A5 (svPLA2) (EC 3.1.1.4) (CTs-A5) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	23	Phospholipase A2 family, Group II subfamily
Q800C3	PA2AF_CROVV	reviewed	Acidic phospholipase A2 Cvv-E6f (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus viridis viridis (Prairie rattlesnake)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
B3A0N3	PA2B3_BOTMA	reviewed	Basic phospholipase A2 Bmaj-9 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Bothrops marajoensis (Marajo lancehead)	50	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
